white_rating,black_rating,winner,termination_reason,opening_name,opening_eco,opening_play_turns,turns
1406,1391,black,resign,caro-kann defense,b12,3,55
1379,1418,white,mate,saragossa opening,a00,1,47
1411,1303,white,resign,french defense: normal variation,c00,3,73
1387,1401,black,resign,pirc defense #4,b07,2,105
1411,1404,black,mate,scandinavian defense: boehnke gambit,b01,6,48
1418,1574,black,resign,philidor defense,c41,5,77
1419,1382,black,resign,caro-kann defense: two knights attack,b10,5,38
1429,1432,black,resign,modern defense,b06,2,48
1492,1438,white,resign,queen's pawn,a41,2,49
1447,1499,black,resign,scotch game,c44,5,35
1436,1472,white,resign,scotch game,c44,5,119
1518,1431,draw,draw,pirc defense #4,b07,2,8
1352,1444,white,mate,pirc defense #4,b07,2,141
1441,1464,white,mate,scotch game: schmidt variation,c45,8,39
1500,1432,black,mate,pirc defense #5,b07,3,52
1424,1355,white,resign,latvian gambit: mason countergambit,c40,5,107
1441,1500,white,mate,center game #2,c21,3,39
1710,1911,black,mate,scandinavian defense,b01,2,70
1944,1896,black,mate,bishop's opening: vienna hybrid | spielmann attack,c26,7,48
1944,1928,black,mate,indian game: london system,a46,5,94
1781,1930,black,resign,zukertort opening: tennison gambit,a06,3,70
1914,1788,white,resign,pirc defense: classical variation | schlechter variation,b08,9,51
1892,1831,white,resign,philidor defense: exchange variation #2,c41,7,77
1733,1875,black,resign,four knights game: italian variation,c50,8,30
1791,1851,black,mate,philidor defense #2,c41,4,58
1940,1808,black,resign,king's gambit accepted | greco gambit,c38,12,28
1774,1772,white,resign,caro-kann defense,b10,2,76
1850,1905,black,mate,yusupov-rubinstein system,a46,5,52
2041,1876,white,mate,english opening: anglo-indian defense | queen's indian formation,a15,4,61
1329,1876,white,mate,queen's pawn game: mason attack,d00,3,85
1670,1848,black,resign,indian game: london system,a46,5,40
1814,1661,white,resign,queen's pawn game: symmetrical variation,d02,4,33
1884,1827,black,mate,queen's gambit accepted: showalter variation,d24,7,94
1880,1886,draw,draw,bishop's opening,c23,3,3
1857,1537,white,mate,vienna game,c27,3,93
1541,1817,black,mate,sicilian defense: bowdler attack,b20,3,64
1662,1692,white,resign,alekhine defense: four pawns attack | trifunovic variation,b03,10,77
1500,1500,black,resign,pirc defense #4,b07,2,48
1563,1396,draw,draw,king's knight opening,c40,3,3
1835,1396,white,resign,philidor defense: exchange variation #2,c41,7,61
1329,1061,white,resign,philidor defense #2,c41,4,27
1067,1263,black,mate,center game: normal variation,c22,6,60
1392,1500,white,mate,king's pawn game: leonardis variation,c20,3,115
1000,999,black,mate,petrov's defense,c42,4,68
1006,1399,black,resign,french defense: advance variation #3,c02,5,92
1404,1013,white,resign,sicilian defense,b20,2,91
1015,1563,black,resign,caro-kann defense: exchange variation,b13,5,74
1015,1200,black,resign,ponziani opening,c44,5,51
1619,1017,white,resign,four knights game: italian variation,c46,7,81
1020,1618,black,resign,ponziani opening,c44,5,90
1617,1022,white,mate,sicilian defense,b50,4,37
1173,1022,white,resign,sicilian defense,b20,2,76
1169,1448,white,mate,mieses opening,a00,1,43
1152,1471,white,mate,modern defense: three pawns attack,b06,5,37
1494,1215,black,mate,hungarian opening: slav formation,a00,4,60
1194,1519,white,mate,borg defense,b00,2,77
1513,1273,white,resign,hungarian opening: catalan formation,a00,4,35
1240,1507,black,outoftime,modern defense,a40,2,92
1504,1139,white,mate,hungarian opening,a00,1,43
1148,1500,black,mate,van't kruijs opening,a00,1,80
1497,1113,white,outoftime,hungarian opening: symmetrical variation,a00,2,105
1494,1116,white,resign,zukertort opening: double fianchetto attack,a49,11,45
1283,1516,white,mate,modern defense: two knights variation,b06,7,39
1513,1156,white,mate,hungarian opening,a00,1,73
1507,1248,white,mate,hungarian opening,a00,1,59
1502,1227,white,mate,hungarian opening,a00,1,53
1498,1147,white,resign,hungarian opening,a00,1,23
1248,1492,black,resign,modern defense,b06,2,44
1485,1298,white,resign,hungarian opening,a00,1,49
1500,1329,white,mate,french defense: knight variation,c00,3,63
1382,1644,black,mate,van't kruijs opening,a00,1,48
1638,1500,white,mate,pirc defense #5,b07,3,27
1611,1839,black,resign,petrov: modern attack,c43,6,58
1622,1694,black,mate,ruy lopez: steinitz defense | nimzowitsch attack,c62,11,74
1941,1626,white,resign,ruy lopez: exchange variation | gligoric variation,c69,10,24
1795,1635,white,mate,italian game: two knights defense,c55,6,25
1642,1847,black,resign,owen defense,b00,2,71
1900,1647,white,resign,ruy lopez: morphy defense,c78,9,59
1649,2183,black,resign,sicilian defense: flohr variation,b32,8,42
1651,2068,black,mate,sicilian defense: najdorf variation,b96,13,90
1668,1808,black,resign,ruy lopez: cozio defense,c60,6,28
1855,1675,white,resign,king's pawn game: wayward queen attack,c20,3,89
2240,1677,white,resign,scotch game: schmidt variation,c45,8,36
1678,2205,black,resign,ruy lopez: morphy defense | modern steinitz defense,c72,9,73
1679,2293,black,resign,ruy lopez: closed variations | yates variation | short attack,c91,19,33
1921,1685,white,resign,queen's gambit refused: marshall defense,d06,4,24
1674,2022,draw,draw,french defense: burn variation,c11,7,32
1966,1679,white,resign,italian game: two knights defense | polerio defense | bishop check line,c58,11,68
2105,1681,white,resign,italian game: scotch gambit | de riviere defense,c55,10,65
1886,1688,white,resign,four knights game: italian variation,c46,7,60
1690,2172,black,resign,sicilian defense: kan variation | wing attack,b43,10,47
2121,1693,white,resign,ruy lopez: closed variations | martinez variation,c78,11,49
1918,1699,white,mate,queen's pawn game: colle system,d04,5,53
1703,2021,black,resign,sicilian defense: flohr variation,b32,8,51
1707,2021,black,outoftime,philidor defense,c41,5,56
2021,1711,white,resign,italian game: two knights defense | modern bishop's opening,c55,7,82
1694,1838,white,resign,ruy lopez: noah's ark trap,c71,16,29
1906,1672,black,resign,four knights game: scotch variation accepted,c47,8,102
1673,2300,black,resign,ruy lopez: open variations | howell attack #2,c81,17,94
2037,1677,white,resign,four knights game: italian variation,c46,7,25
1920,1682,white,resign,gruenfeld defense: exchange variation,d85,8,26
1688,1935,black,mate,philidor defense: exchange variation,c41,8,60
1896,1644,black,resign,scotch game,c45,7,71
1870,1650,white,mate,king's gambit accepted | bishop's gambit | bogoljubov variation,c33,7,41
1860,1657,white,resign,queen's gambit refused: marshall defense,d06,4,52
1786,1665,white,resign,ruy lopez: morphy defense | tarrasch variation,c77,9,58
2134,1667,white,resign,scotch game: haxo gambit,c45,8,19
1660,1852,draw,draw,scandinavian defense: anderssen counterattack | goteborg system,b01,9,66
1793,1640,black,resign,four knights game: italian variation,c46,7,40
1865,1617,black,resign,ruy lopez: closed variations | flohr system,c92,18,75
1601,1943,black,resign,ruy lopez: fianchetto defense,c60,6,56
1603,2001,black,resign,ruy lopez: closed,c88,13,48
1946,1607,white,resign,king's indian defense: normal variation,e70,7,50
1612,1891,black,resign,ruy lopez,c60,5,40
1808,1619,white,resign,italian game: two knights defense | modern bishop's opening,c55,7,34
1624,1864,black,resign,pirc defense #5,b07,3,37
1922,1629,white,resign,ruy lopez: exchange variation,c68,7,59
1841,1636,white,mate,gruenfeld defense: three knights variation #2,d90,7,73
1696,1702,white,outoftime,philidor defense: exchange variation #2,c41,7,41
1642,1585,black,resign,french defense #2,c00,2,112
1765,1622,black,resign,van geet opening: sicilian two knights,a00,7,56
1649,1500,black,outoftime,english opening: symmetrical variation,a30,2,64
1138,1104,white,mate,bird opening,a02,1,89
1135,1125,black,mate,scandinavian defense,b01,2,74
1157,1264,black,outoftime,king's pawn game: macleod attack,c20,3,32
1126,1094,white,outoftime,caro-kann defense,b10,2,31
1328,1146,white,resign,queen's pawn,a41,2,87
1681,1150,white,resign,king's gambit,c30,3,79
1154,1679,black,resign,french defense: advance variation #4,c02,6,114
1165,1127,white,mate,french defense: advance variation #2,c02,7,37
1188,1415,black,resign,philidor defense #2,c41,4,102
1096,1135,black,mate,russian game: urusov gambit,c42,5,82
1135,1709,black,mate,queen's pawn game,d00,2,50
2186,1466,draw,draw,sicilian defense: closed variation,b23,3,110
1756,1466,black,outoftime,sicilian defense: closed variation,b23,3,48
1181,1466,black,resign,sicilian defense: canal-sokolsky attack,b51,5,40
1766,1466,black,mate,sodium attack,a00,1,94
1662,1466,black,resign,sicilian defense #2,b54,6,57
1869,1724,white,outoftime,indian game,a45,2,165
1727,1627,draw,outoftime,indian game,a45,2,139
1750,1715,black,mate,ware defense,b00,2,78
1887,1715,draw,draw,caro-kann defense: advance variation,b12,5,94
1715,1887,black,resign,gruenfeld defense: three knights variation | hungarian attack,d92,9,38
1677,1716,draw,draw,queen's pawn,a40,1,3
1707,1637,white,resign,slav defense #2,d10,5,85
1707,1193,black,mate,center game #2,c21,3,48
1707,2000,black,mate,indian game,a45,2,52
2000,1707,white,resign,slav defense: exchange variation,d10,5,53
1694,1755,white,mate,queen's gambit declined,d30,4,115
1683,1708,white,resign,slav defense: modern line,d11,5,85
1692,1756,black,resign,king's indian defense: normal variation | king's knight variation,e60,5,56
1275,1692,black,mate,italian game: two knights defense | fried liver attack,c57,11,42
1707,1703,white,resign,caro-kann defense: exchange variation,b13,5,45
1862,1698,draw,outoftime,queen's pawn,a40,1,164
1683,1814,white,resign,queen's gambit declined: charousek (petrosian) variation,d31,6,43
1677,1460,white,mate,english defense,a40,4,101
1500,1677,draw,draw,van't kruijs opening,a00,1,121
1677,1500,black,mate,indian game: east indian defense,e00,4,80
1500,1677,black,resign,caro-kann defense: advance variation,b12,5,32
1677,1245,black,mate,elephant gambit: maroczy gambit,c40,6,88
1728,1677,black,resign,caro-kann defense: two knights attack,b10,5,106
1677,1500,white,resign,dutch defense,a84,3,48
1677,1728,white,resign,queen's gambit declined: normal defense,d35,6,89
1687,1732,black,resign,queen's gambit accepted: old variation,d20,5,54
2060,1687,white,mate,bird opening: dutch variation,a03,2,77
1699,1704,black,outoftime,englund gambit,a40,2,94
1834,1699,white,mate,caro-kann defense: advance variation,b12,5,147
1699,1834,white,resign,queen's gambit declined: normal defense,d35,6,63
1504,1398,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,61
1506,1978,black,mate,sicilian defense: closed variation,b23,3,62
1494,1348,white,mate,scandinavian defense: main line,b01,6,65
1522,1360,black,outoftime,king's pawn game: mcconnell defense,c40,4,52
1342,1553,white,resign,french defense #2,c00,2,11
1924,1512,black,resign,french defense: winawer variation | winckelmann-riemer gambit,c15,7,14
1554,1532,white,resign,french defense: perseus gambit,c01,5,65
1623,1530,black,resign,horwitz defense,a40,2,102
1511,1614,black,resign,scandinavian defense,b01,2,48
1607,1463,white,resign,old benoni defense,a43,2,49
1606,1101,white,resign,queen's pawn,a40,1,49
1596,1535,white,mate,horwitz defense,a40,2,47
1600,1880,black,mate,queen's pawn game: stonewall attack,d00,5,62
1607,1771,black,mate,indian game,a45,2,66
1619,1593,black,resign,indian game,a45,2,90
1634,1526,black,resign,modern defense,a40,2,44
1547,1625,black,resign,sicilian defense: alapin variation,b22,3,89
1799,1634,black,outoftime,sicilian defense: snyder variation,b20,3,92
1634,1601,white,resign,queen's gambit accepted: central variation | greco variation,d20,6,31
1789,1607,black,resign,sicilian defense: hyperaccelerated dragon,b27,4,30
1901,1613,white,resign,sicilian defense: closed variation | fianchetto variation,b24,5,59
1638,1631,white,resign,polish opening,a00,1,18
1854,1631,white,outoftime,indian game: anti-nimzo-indian,e10,5,155
1627,1661,white,resign,sicilian defense: bowdler attack,b20,3,61
2048,1661,white,resign,sicilian defense: accelerated dragon,b36,8,59
1629,1858,white,resign,horwitz defense,a40,2,13
1895,1831,black,resign,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,58
1895,1636,white,resign,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,69
1895,1893,draw,draw,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,87
1675,1895,black,resign,sicilian defense: bowdler attack,b20,3,122
1768,1895,black,resign,bird opening: sturm gambit,a02,3,24
1853,1895,white,resign,caro-kann defense,b10,2,117
1895,1774,black,resign,caro-kann defense: advance variation | bronstein variation,b12,7,62
1808,1752,black,resign,indian game: tartakower attack,a45,3,84
1631,1500,black,resign,caro-kann defense,b10,2,44
1804,1703,white,outoftime,sicilian defense: french variation,b40,4,63
1633,1591,white,resign,king's indian defense: normal variation | king's knight variation,e60,5,43
1606,1465,black,resign,four knights game: spanish variation,c48,7,26
1472,1599,black,resign,ruy lopez: berlin defense #2,c65,6,24
1589,1569,white,resign,ruy lopez: morphy defense | caro variation,c70,8,23
1600,1595,black,resign,queen's gambit refused: marshall defense,d06,4,58
1571,1612,white,resign,pirc defense: classical variation,b08,8,69
1626,1536,black,mate,sicilian defense: lasker-pelikan variation | schlechter variation,b33,11,36
1561,1616,black,resign,english opening: anglo-indian defense | queen's knight variation,a16,3,66
1610,1427,white,resign,sicilian defense: open,b32,5,29
1328,1607,black,resign,sicilian defense: smith-morra gambit #2,b21,3,88
1616,1673,black,mate,french defense: winawer variation | delayed exchange variation,c01,7,42
1448,1632,white,outoftime,sicilian defense: bowdler attack,b20,3,77
1646,1573,black,resign,russian game: three knights game,c42,5,15
1636,1601,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,47
1525,1628,black,resign,london system,a48,5,84
1618,1579,white,mate,pirc defense #5,b07,3,43
1689,1627,white,resign,king's indian defense: makogonov variation,e71,9,33
1689,1637,white,resign,king's indian defense: larsen variation,e90,11,45
1650,1585,black,resign,ruy lopez: steinitz defense,c62,6,29
1642,1541,white,resign,ruy lopez: berlin defense | improved steinitz defense,c66,8,49
1633,1550,white,resign,ruy lopez: morphy defense | steinitz deferred,c79,10,33
1647,1562,black,resign,ruy lopez: berlin defense | improved steinitz defense,c66,8,51
1766,1655,white,mate,indian game,a45,2,41
1822,1662,white,resign,four knights game: spanish variation | classical variation,c48,8,22
1672,1706,black,resign,scandinavian defense: mieses-kotroc variation,b01,4,22
1682,1744,black,resign,scandinavian defense: blackburne gambit,b01,6,58
1757,1667,black,mate,italian game: giuoco pianissimo | italian four knights variation,c50,9,92
1680,1673,black,resign,philidor defense #3,c41,5,76
1669,1629,white,resign,sicilian defense: najdorf variation | english attack,b90,11,47
1708,1680,white,resign,pirc defense #3,b07,6,23
1682,1629,draw,draw,ruy lopez: berlin defense | improved steinitz defense,c66,8,146
1500,1676,black,mate,indian game: west indian defense,e61,4,90
1664,1649,white,resign,ruy lopez: morphy defense #2,c78,12,34
1640,1664,white,resign,russian game: urusov gambit,c42,5,27
1664,1626,black,resign,king's indian defense: larsen variation,e90,11,52
1618,1640,white,resign,king's pawn game: king's head opening #2,c20,3,97
1648,1792,black,resign,st. george defense,c00,4,80
1342,1632,black,mate,amar opening,e00,1,20
1402,1642,black,outoftime,pirc defense: classical variation,b08,8,18
1706,1402,white,outoftime,anderssen opening,a00,1,5
1702,1500,white,resign,nimzowitsch defense,b00,2,40
1348,1545,white,resign,amar opening,e00,1,5
1110,1500,white,outoftime,reti opening,a04,1,71
1110,1500,white,outoftime,zukertort opening: basman defense,a04,2,13
1110,1500,white,resign,van geet opening,a00,1,97
1968,2344,black,mate,french defense: winawer variation | advance variation,c16,7,114
2230,1948,black,outoftime,sicilian defense: najdorf variation,b90,10,86
1933,2008,white,resign,russian game: three knights game,c42,5,53
2003,1942,white,resign,gruenfeld defense: three knights variation | burille variation,d94,9,127
1953,1957,black,resign,french defense: reti-spielmann attack,c00,3,92
1939,2011,white,outoftime,italian game: anti-fried liver defense,c55,6,81
2197,1943,white,resign,sicilian defense: canal-sokolsky attack,b51,5,45
2264,1946,white,resign,english opening: anglo-indian defense | scandinavian defense | exchange variation,a15,6,79
1949,2260,black,resign,french defense: reti-spielmann attack,c00,3,34
1934,2045,white,resign,nimzowitsch defense,b00,2,83
1939,2129,black,resign,three knights opening: winawer defense,c46,6,92
2104,1939,white,outoftime,sicilian defense #2,b54,6,65
1947,2060,black,resign,italian game: two knights defense | polerio defense | bishop check line,c58,11,66
1954,2082,black,resign,french defense: reti-spielmann attack,c00,3,72
1965,1940,black,outoftime,caro-kann defense,b10,2,102
1533,1270,white,resign,king's knight opening,c40,3,31
1679,1294,white,mate,center game #2,c21,3,45
1352,1577,black,mate,king's pawn game: tortoise opening,c20,3,32
1514,2032,white,resign,pirc defense #4,b07,2,57
1775,1514,white,resign,gedult's opening,a00,1,4
1514,2032,black,resign,pirc defense #3,b07,6,50
1514,1333,white,resign,slav defense: quiet variation,d11,7,55
1531,1514,black,resign,giuoco piano,c50,6,45
1514,1836,white,resign,sicilian defense: hyperaccelerated fianchetto,a42,5,27
1521,1514,white,outoftime,benoni defense: old benoni,a43,4,59
1511,1514,white,outoftime,russian game: urusov gambit,c42,5,11
1554,1104,white,resign,philidor defense #3,c41,5,7
1364,1033,black,mate,alekhine defense: scandinavian variation,b02,4,126
1033,1500,white,mate,king's pawn game: leonardis variation,c20,3,69
1442,1041,white,mate,alekhine defense,b02,2,49
1050,1439,black,mate,nimzo-larsen attack: indian variation,a01,2,40
1437,1060,white,resign,scandinavian defense,b01,2,51
1842,1060,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,39
1362,1076,white,resign,queen's pawn game #2,d00,3,85
1388,1112,white,resign,russian game: damiano variation,c42,6,64
1137,1383,black,resign,modern defense,a40,2,10
1378,1170,white,resign,king's pawn game: damiano defense,c40,4,13
1218,1371,black,mate,king's pawn game: clam variation | king's gambit reversed,c20,4,78
1363,1299,white,resign,queen's pawn game: mason attack,d00,3,21
1605,1352,white,resign,philidor defense #3,c41,5,31
1559,1500,white,outoftime,philidor defense #3,c41,5,65
2005,978,white,resign,italian game: two knights defense | modern bishop's opening,c55,7,41
978,2005,black,mate,sicilian defense: closed variation | traditional,b25,4,54
1483,2005,draw,outoftime,sicilian defense: closed variation | traditional,b25,4,108
2005,1895,white,outoftime,bird opening: dutch variation,a03,2,139
1878,2005,black,outoftime,sicilian defense: old sicilian,b30,4,162
1088,1217,white,resign,sicilian defense #2,b54,6,76
1224,1372,black,outoftime,ruy lopez,c60,5,30
1209,1237,white,resign,sicilian defense,b20,2,45
1504,1241,white,resign,horwitz defense,a40,2,115
1225,1378,white,resign,ruy lopez: steinitz defense,c62,6,71
1222,1356,white,outoftime,ruy lopez: classical variation,c64,6,29
1202,1522,white,resign,king's pawn game: dresden opening,c44,5,115
1132,1193,black,resign,nimzo-larsen attack: modern variation #2,a01,3,97
1202,1513,black,resign,ruy lopez: berlin defense #2,c65,6,36
1207,1422,black,resign,sicilian defense: mcdonnell attack,b21,3,55
1328,1215,white,resign,pirc defense #4,b07,2,62
1224,1294,black,resign,philidor defense: hanham variation,c41,6,52
1121,1212,black,mate,horwitz defense,a40,2,62
1221,1334,black,resign,queen's pawn game: franco-sicilian defense,c00,4,36
1350,1204,black,mate,zukertort opening: pirc invitation,a04,2,68
1212,1331,black,resign,goldsmith defense,b00,2,50
1216,1523,black,resign,philidor defense #2,c41,4,34
1228,1222,black,resign,russian game: damiano variation,c42,6,30
1233,1215,black,resign,sicilian defense: staunton-cochrane variation,b20,3,29
1340,1235,white,resign,sicilian defense: open #3,b32,7,63
1242,1402,black,outoftime,sicilian defense: smith-morra gambit #2,b21,3,22
1230,1246,white,resign,sicilian defense: staunton-cochrane variation,b20,3,30
1594,1225,black,mate,sicilian defense: closed variation,b23,3,56
1442,1230,white,resign,sicilian defense: open #3,b32,7,37
1222,1314,white,resign,scandinavian defense: mieses-kotroc variation,b01,4,99
1329,1206,black,resign,sicilian defense,b20,2,16
1198,1316,black,mate,ponziani opening: jaenisch counterattack,c44,6,78
1206,1341,black,resign,king's pawn game: nimzowitsch defense,b00,3,81
1196,1112,white,mate,philidor defense #2,c41,4,115
1081,1213,white,mate,sicilian defense,b27,3,31
1528,1192,black,mate,sicilian defense: bowdler attack,b20,3,32
1199,1359,black,mate,french defense: normal variation,c00,3,54
1829,1420,white,resign,philidor defense,c41,5,18
2212,1829,black,resign,slav defense: modern,d11,6,26
1829,1544,white,resign,ruy lopez,c60,5,11
1829,1641,black,resign,ruy lopez: morphy defense | caro variation,c70,8,96
1799,1811,black,mate,caro-kann defense: ulysses gambit,b12,7,42
1830,1830,white,resign,king's pawn game: leonardis variation,c20,3,37
1558,1500,white,resign,nimzowitsch defense,b00,2,22
1190,949,white,mate,bird opening: from's gambit,a02,2,53
966,1185,black,mate,english opening: achilles-omega gambit,a10,3,62
915,910,black,outoftime,nimzowitsch defense,b00,2,78
932,1389,black,mate,italian game: schilling-kostic gambit,c50,6,78
1041,932,white,mate,alekhine defense,b02,2,35
1015,1007,black,mate,king's pawn game,c20,2,58
1223,1333,black,resign,modern defense,a40,2,40
1324,1321,white,mate,old benoni defense #2,a43,3,27
1531,1190,white,mate,nimzowitsch defense,b00,2,75
1264,1477,black,mate,alekhine defense: normal variation,b02,4,24
1350,1500,white,mate,king's pawn game: napoleon attack,c20,3,7
1500,1670,black,mate,english opening: the whale,c20,3,56
946,1545,black,resign,bird opening: from's gambit,a02,2,12
1500,987,white,mate,lemming defense,b00,2,9
1899,1263,white,mate,goldsmith defense,b00,2,63
1272,1807,black,mate,van geet opening: reversed nimzowitsch,a00,2,52
1628,1532,black,resign,king's pawn game: leonardis variation,c20,3,58
1662,1584,black,outoftime,sicilian defense: katalimov variation,b27,4,74
1802,1662,white,resign,queen's pawn game: zukertort variation,d02,3,109
1635,1625,white,outoftime,caro-kann defense: classical variation,b18,8,85
1705,1599,black,resign,king's gambit accepted | macleod defense,c34,6,23
1683,1627,white,resign,bishop's opening,c23,3,65
1672,1663,white,resign,bishop's opening,c23,3,64
1667,1708,white,mate,elephant gambit: paulsen countergambit,c40,6,37
1661,1677,white,resign,four knights game: gunsberg variation,c46,7,45
1614,1608,black,resign,english opening: king's english variation | reversed closed sicilian,a25,4,37
1631,1531,black,resign,bird opening,a02,1,77
1545,1616,white,mate,french defense: advance variation #3,c02,5,129
1526,1536,white,resign,french defense: knight variation,c00,3,119
1342,1580,white,mate,scotch game,c45,7,79
1667,1394,white,resign,queen's pawn game: levitsky attack,d00,3,62
1500,1394,white,resign,queen's pawn game,d00,2,32
1500,1675,black,resign,four knights game: gunsberg variation,c46,7,114
1923,1974,black,resign,sicilian defense: delayed alapin,b50,5,44
1747,1962,white,mate,sicilian defense: old sicilian,b30,4,75
1774,2003,white,resign,sicilian defense: closed variation | traditional,b25,4,57
2024,2031,white,resign,sicilian defense: staunton-cochrane variation,b20,3,65
1771,2019,black,resign,gedult's opening,a00,1,106
2052,2028,black,resign,sicilian defense: delayed alapin,b50,5,76
1605,2114,white,outoftime,sicilian defense: bowdler attack,b20,3,151
2103,1822,white,resign,rat defense: small center defense,c00,4,57
2074,2013,white,resign,ruy lopez: steinitz defense,c62,6,75
1982,2042,black,resign,sicilian defense: old sicilian,b30,4,57
2050,1981,draw,draw,ruy lopez: marshall attack,c89,16,33
1978,2061,draw,outoftime,sicilian defense: old sicilian,b30,4,152
2074,2121,white,resign,sicilian defense: closed variation | traditional,b25,4,33
2209,2044,black,resign,sicilian defense: alapin variation,b22,3,96
1689,2201,black,resign,sicilian defense: bowdler attack,b20,3,114
2198,1519,white,resign,ponziani opening,c44,5,67
1524,2195,black,outoftime,sicilian defense: alapin variation,b22,3,126
2195,2137,white,resign,sicilian defense: delayed alapin,b50,5,27
1357,2193,black,mate,dutch defense: queen's knight variation,a85,5,94
2192,1357,white,resign,philidor defense #2,c41,4,55
1609,2192,black,resign,sicilian defense: wing gambit,b20,3,116
2192,1609,white,resign,ponziani opening: jaenisch counterattack,c44,6,13
2130,2054,white,resign,russian game: modern attack | center variation,c43,7,71
2113,1692,white,resign,zukertort opening: tennison gambit,a06,3,57
1484,2113,white,resign,king's pawn,b00,1,1
2099,1627,white,mate,scotch game: lolli variation,c44,6,61
1629,2082,black,resign,sicilian defense: accelerated dragon | modern variation,b34,9,22
1757,1896,white,resign,nimzowitsch defense: williams variation,b00,4,50
2007,1500,draw,draw,sicilian defense: closed variation | fianchetto variation,b24,5,24
1467,1305,white,resign,caro-kann defense,b10,2,33
1333,1289,black,resign,caro-kann defense,b10,2,58
1271,1346,white,mate,queen's gambit refused: marshall defense,d06,4,49
1572,1276,white,resign,slav defense,d10,4,39
1281,1568,black,mate,queen's gambit refused: austrian defense,d06,4,34
1282,1213,black,resign,queen's gambit accepted,d20,4,44
1298,1285,black,resign,queen's gambit declined: exchange variation,d35,7,30
1301,1664,black,mate,englund gambit complex: hartlaub-charlick gambit,a40,4,50
1642,1273,black,outoftime,queen's pawn game: chigorin variation,d00,3,88
1529,1247,black,resign,caro-kann defense,b10,2,76
1515,1253,white,resign,caro-kann defense,b10,2,71
1270,1247,black,resign,queen's gambit declined: normal defense,d35,6,60
1233,1289,white,resign,caro-kann defense,b15,5,49
1542,1295,white,resign,caro-kann defense,b10,2,103
1295,1733,black,resign,horwitz defense,a40,2,69
1305,1479,black,resign,queen's gambit accepted,d20,4,45
1282,1394,white,mate,queen's gambit declined,d30,4,77
1342,1298,white,resign,caro-kann defense: hillbilly attack,b00,3,101
1281,1286,white,resign,dutch defense,a80,2,58
1655,1286,white,resign,caro-kann defense,b10,2,79
1500,1247,black,outoftime,nimzowitsch defense | declined variation,b00,3,18
1368,1500,white,mate,bishop's opening: boi variation,c20,4,73
1500,1500,white,resign,sicilian defense: closed variation,b23,3,3
1581,1631,white,resign,russian game: urusov gambit,c42,5,9
1504,1631,black,resign,queen's gambit declined: vienna variation,d44,8,53
1631,1606,black,resign,center game: paulsen attack variation,c22,7,90
1500,1631,white,resign,grob opening: spike | hurst attack,a00,5,41
1711,1631,white,resign,russian game: french attack,c42,9,61
1594,1631,white,mate,four knights game: spanish variation | rubinstein variation,c48,8,45
1631,1546,white,mate,center game #2,c21,3,63
1617,1674,white,resign,caro-kann defense: exchange variation,b13,5,69
1950,1620,white,resign,russian game: cozio (lasker) attack,c42,9,103
1608,1591,draw,draw,sicilian defense: smith-morra gambit #2,b21,3,68
1600,1432,white,mate,queen's pawn game: franco-sicilian defense,c00,4,47
1626,1599,draw,draw,petrov: modern attack,c43,6,60
1699,1581,black,mate,philidor defense,c41,5,50
1562,1714,white,resign,philidor defense #3,c41,5,51
1302,1585,white,resign,english opening: anglo-scandinavian defense,a10,2,16
1593,1737,black,resign,center game: berger variation,c22,8,38
1730,1603,white,resign,italian game: anti-fried liver defense,c55,6,23
1611,1775,black,mate,sicilian defense: smith-morra gambit #2,b21,3,48
1635,1595,black,resign,bishop's opening: berlin defense,c24,4,40
1604,1757,black,resign,center game: berger variation,c22,8,70
1589,1588,black,resign,king's knight opening,c40,3,72
1588,1500,black,resign,nimzowitsch defense: kennedy variation | linksspringer variation,b00,5,66
1500,1588,black,resign,king's pawn game: wayward queen attack,c20,3,76
1588,1203,white,resign,scandinavian defense: mieses-kotroc variation,b01,4,28
1588,1500,white,resign,king's pawn game: maroczy defense,b07,4,111
1296,1588,black,resign,vienna game: falkbeer variation,c26,4,49
1697,1566,black,resign,bishop's opening: berlin defense,c24,4,70
1662,1586,black,outoftime,queen's gambit refused: marshall defense,d06,4,38
1586,1662,white,resign,nimzowitsch defense: franco-nimzowitsch variation,b00,4,43
1362,1265,white,outoftime,scandinavian defense,b01,2,3
1265,1500,black,mate,queen's pawn game: chigorin variation,d01,4,50
1500,1265,black,mate,four knights game: scotch variation,c47,7,30
1265,1500,black,mate,van't kruijs opening,a00,1,50
1099,1574,black,outoftime,scandinavian defense,b01,2,10
1459,1143,white,mate,russian game: damiano variation,c42,6,21
1175,1455,black,mate,ware opening,a00,1,20
1466,1500,white,mate,polish defense,a40,2,43
1773,1366,white,resign,center game #2,c21,3,29
1385,1246,black,mate,mikenas defense,a40,2,34
1300,1374,black,mate,king's pawn game: napoleon attack,c20,3,40
1320,1391,white,outoftime,polish opening,a00,1,63
1293,1411,white,resign,philidor defense #2,c41,4,41
1230,1402,black,resign,three knights opening,c46,5,19
